,IIN,NAME,SURNAME,FATHER_NAME,BIRTHDATE,GENDER,FAMILY,ADDRESS,RANK,STATUS,COMMANDER_IIN,HIRE_DATE,CONTRACT_TYPE,REBUKES,SALARY
295,910608477383,Paul,Miller,Paul,08/06/91,MALE,MARRIED,"Main St, Madison, CO 83702",PRIVATE,FREE,910608477383,08/06/09,CONSCRIPT,1,28785
296,900401774119,Thomas,Lewis,Eric,01/04/90,MALE,MARRIED,"Main St, Springfield, FL 25301",PRIVATE,FREE,980812484094,01/04/08,CONSCRIPT,2,18937
297,840402624265,Arthur,Harris,Jonathan,02/04/84,MALE,NOT MARRIED,"Oak St, Madison, WI 27601",PRIVATE,FREE,930515407672,02/04/02,CONSCRIPT,0,25635
298,861230558075,Albert,Gonzales,Harry,30/12/86,MALE,NOT MARRIED,"Pine St, Springfield, ID 50309",SERGEANT,FREE,840414068530,30/12/04,STAFF,0,21949
299,821124571074,Ryan,Flores,Dennis,24/11/82,MALE,MARRIED,"Main St, Baltimore, WV 29201",PRIVATE,FREE,821124571074,24/11/00,CONSCRIPT,0,13923
300,030306868834,Benjamin,Wood,Alexander,06/03/03,MALE,NOT MARRIED,"Main St, Des Moines, WI 96801",PRIVATE,FREE,951110517913,06/03/21,CONSCRIPT,2,3762
301,870814950929,Peter,Bell,Jack,14/08/87,MALE,MARRIED,"Oak St, Baltimore, HI 58102",PRIVATE,FREE,870814950929,14/08/05,CONSCRIPT,1,11039
302,870524392257,Eugene,Thomas,Tyler,24/05/87,MALE,NOT MARRIED,"Maple Ave, Baton Rouge, CA 97301",PRIVATE,FREE,771215431415,24/05/05,CONSCRIPT,1,29226
303,810206520345,Albert,Cooper,Kevin,06/02/81,MALE,NOT MARRIED,"Pine St, Orlando, OR 96801",PRIVATE,FREE,821003508215,06/02/99,CONSCRIPT,1,24898
304,770102543757,Anthony,Evans,James,02/01/77,MALE,MARRIED,"Cedar Ln, Lexington, NE 70801",PRIVATE,FREE,770102543757,02/01/95,CONSCRIPT,0,21790
305,851014950249,Arthur,Lewis,Tyler,14/10/85,MALE,NOT MARRIED,"Oak St, Salt Lake City, WV 62701",PRIVATE,FREE,970224925765,14/10/03,CONSCRIPT,0,18685
306,800414552814,Jesse,Foster,Stephen,14/04/80,MALE,NOT MARRIED,"Cedar Ln, Lexington, IL 83702",PRIVATE,FREE,951110517913,14/04/98,CONSCRIPT,0,2105
307,920515609759,Henry,Brown,Nathan,15/05/92,MALE,MARRIED,"Main St, Augusta, ID 78701",LIEUTENANT,FREE,901022902797,15/05/10,STAFF,1,24629
308,980812484094,Ronald,Butler,Frederick,12/08/98,MALE,NOT MARRIED,"Cedar Ln, Lexington, OR 92501",SERGEANT,FREE,870319037473,12/08/16,STAFF,1,25929
309,900504557288,Michael,Moore,Roy,04/05/90,MALE,NOT MARRIED,"Oak St, Fargo, RI 03101",PRIVATE,FREE,970224925765,04/05/08,CONSCRIPT,0,33960
310,840414068530,Paul,Phillips,Terry,14/04/84,MALE,NOT MARRIED,"Main St, Austin, SC 85001",LIEUTENANT,FREE,901022902797,14/04/02,STAFF,2,3289
311,960523396667,Robert,Clark,Gerald,23/05/96,MALE,MARRIED,"Maple Ave, Portland, ND 97201",PRIVATE,FREE,860916132767,23/05/14,CONSCRIPT,0,24973
312,880512735709,Jose,Taylor,Billy,12/05/88,MALE,NOT MARRIED,"Oak St, Fargo, AR 80202",PRIVATE,FREE,980812484094,12/05/06,CONSCRIPT,1,21256
313,960118361518,Joshua,Green,Christopher,18/01/96,MALE,NOT MARRIED,"Pine St, Harrisburg, WV 27601",PRIVATE,FREE,960118361518,18/01/14,CONSCRIPT,1,14084
314,750321809979,Keith,Powell,Zachary,21/03/75,MALE,NOT MARRIED,"Oak St, Providence, WI 40502",PRIVATE,FREE,930515407672,21/03/93,CONSCRIPT,1,28650
315,890531954873,Robert,Sanders,Scott,31/05/89,MALE,NOT MARRIED,"Maple Ave, Baton Rouge, IA 25301",PRIVATE,FREE,861230558075,31/05/07,CONSCRIPT,0,22943
316,000209050533,Patrick,Price,Billy,09/02/00,MALE,NOT MARRIED,"Maple Ave, Harrisburg, IA 97301",PRIVATE,FREE,771215431415,09/02/18,CONSCRIPT,2,27936
317,970414675684,Paul,Wilson,Wayne,14/04/97,MALE,NOT MARRIED,"Maple Ave, Austin, OR 50309",SERGEANT,ON MISSION,780506391022,14/04/15,STAFF,1,30862
318,930823506936,Terry,Baker,Stephen,23/08/93,MALE,NOT MARRIED,"Maple Ave, Honolulu, RI 32801",PRIVATE,FREE,930823506936,23/08/11,CONSCRIPT,0,12393
319,960601067933,Steven,Thomas,Kevin,01/06/96,MALE,MARRIED,"Cedar Ln, Denver, CO 04330",PRIVATE,FREE,960601067933,01/06/14,CONSCRIPT,2,20485
320,030705870064,Albert,Lee,Eric,05/07/03,MALE,MARRIED,"Oak St, Providence, AR 58102",PRIVATE,FREE,980812484094,05/07/21,CONSCRIPT,2,33893
321,940118746270,Brandon,Richardson,Harold,18/01/94,MALE,NOT MARRIED,"Maple Ave, Baltimore, UT 58102",PRIVATE,FREE,850407909495,18/01/12,CONSCRIPT,1,4691
322,910724928835,Noah,Nelson,Kevin,24/07/91,MALE,NOT MARRIED,"Oak St, Lexington, LA 53703",PRIVATE,FREE,951110517913,24/07/09,CONSCRIPT,0,17572
323,010323716508,Kenneth,Edwards,Roy,23/03/01,MALE,NOT MARRIED,"Pine St, Salem, AR 92501",PRIVATE,FREE,010323716508,23/03/19,CONSCRIPT,1,27896
324,030527792078,Ralph,Perry,Walter,27/05/03,MALE,NOT MARRIED,"Oak St, Charleston, CA 97201",PRIVATE,FREE,970414675684,27/05/21,CONSCRIPT,1,27241
325,010129493182,Gabriel,Gonzales,Dennis,29/01/01,MALE,NOT MARRIED,"Pine St, Raleigh, AR 83702",PRIVATE,FREE,951110517913,29/01/19,CONSCRIPT,0,29164
326,750917430475,Kyle,Rivera,Mark,17/09/75,MALE,NOT MARRIED,"Pine St, Lexington, ND 85001",PRIVATE,INJURED,750917430475,17/09/93,CONSCRIPT,1,8327
327,040224638631,Billy,Mitchell,Howard,24/02/04,MALE,NOT MARRIED,"Maple Ave, Denver, OR 53703",PRIVATE,INJURED,930407169245,24/02/22,CONSCRIPT,1,27374
328,800421080729,Lawrence,Baker,Justin,21/04/80,MALE,NOT MARRIED,"Pine St, Springfield, NH 21201",PRIVATE,INJURED,970428698534,21/04/98,CONSCRIPT,1,39624
329,000311470944,Christopher,Clark,Raymond,11/03/00,MALE,MARRIED,"Main St, Madison, TX 03101",PRIVATE,INJURED,840714896136,11/03/18,CONSCRIPT,0,12983
330,920325505979,Timothy,Thompson,Steven,25/03/92,MALE,NOT MARRIED,"Pine St, Augusta, IA 84101",SERGEANT,INJURED,920515609759,25/03/10,STAFF,1,22019
331,990127629147,Douglas,Moore,Brian,27/01/99,MALE,NOT MARRIED,"Maple Ave, Charleston, AR 96801",SERGEANT,INJURED,830226159286,27/01/17,STAFF,1,24860
332,750509360258,Keith,Reed,Stephen,09/05/75,MALE,MARRIED,"Cedar Ln, Providence, ID 70801",PRIVATE,INJURED,970428698534,09/05/93,CONSCRIPT,0,10999
333,860630973632,Jack,Turner,Brandon,30/06/86,MALE,MARRIED,"Maple Ave, Boise, RI 40502",PRIVATE,INJURED,860630973632,30/06/04,CONSCRIPT,1,26615
334,780330648096,Mark,Sanchez,Arthur,30/03/78,MALE,NOT MARRIED,"Main St, Orlando, MD 27601",PRIVATE,INJURED,820216530446,30/03/96,CONSCRIPT,0,38105
335,940422094171,Nicholas,Adams,Carl,22/04/94,MALE,NOT MARRIED,"Main St, Lexington, HI 84101",PRIVATE,INJURED,990127629147,22/04/12,CONSCRIPT,2,27217
